Appareil suivi;ID logement;Consommation annuelle  AN1;Consommation annuelle AN2;Type
Sécurité;1006;53,4;51,5;PORTE OU PORTAIL AUTOMATIQUE
Sécurité;1007;28,7;27,1;PORTE OU PORTAIL AUTOMATIQUE
Sécurité;1007;40,2;42,1;VISIOPHONE
Sécurité;410;39,9;40,9;VOLETS ROULANTS
Sécurité;604;18,4;16,9;VOLETS ROULANTS
Sécurité;608;23,4;23,0;VOLETS ROULANTS
Sécurité;708;5,8;;VOLETS ROULANTS
Sécurité;910;37,5;;VOLETS ROULANTS
Sécurité;1007;2,4;3,1;VOLETS ROULANTS
Sécurité;721;;1,3;VOLETS ROULANTS
Sécurité;820;;11,1;VOLETS ROULANTS
Sécurité;823;;12,4;VOLETS ROULANTS
Tablettes_smartph;408;2,9;;SMART PHONE
Tablettes_smartph;107;;8,6;SMART PHONE
Tablettes_smartph;404;5,6;10,4;TABLETTE
Tablettes_smartph;405;3,9;1,4;TABLETTE
Tablettes_smartph;409;4,0;;TABLETTE
Téléviseurs;101;55,2;115,7;PRINCIPAL
Téléviseurs;102;311,0;36,6;PRINCIPAL
Téléviseurs;103;274,3;314,7;PRINCIPAL
Téléviseurs;104;297,3;;PRINCIPAL
Téléviseurs;105;158,8;152,6;PRINCIPAL
Téléviseurs;106;232,4;;PRINCIPAL
Téléviseurs;107;0,0;7,5;PRINCIPAL
Téléviseurs;109;175,2;;PRINCIPAL
Téléviseurs;110;162,5;150,2;PRINCIPAL
Téléviseurs;121;;42,3;PRINCIPAL
Téléviseurs;122;;78,1;PRINCIPAL
Téléviseurs;123;;153,9;PRINCIPAL
Téléviseurs;201;147,6;117,6;PRINCIPAL
Téléviseurs;202;182,4;75,9;PRINCIPAL
Téléviseurs;203;68,3;86,5;PRINCIPAL
Téléviseurs;204;36,7;75,3;PRINCIPAL
Téléviseurs;205;214,8;228,8;PRINCIPAL
Téléviseurs;206;307,8;287,4;PRINCIPAL
Téléviseurs;207;180,0;205,5;PRINCIPAL
Téléviseurs;209;277,0;248,9;PRINCIPAL
Téléviseurs;210;144,1;141,4;PRINCIPAL
Téléviseurs;301;393,0;238,9;PRINCIPAL
Téléviseurs;302;169,5;190,5;PRINCIPAL
Téléviseurs;303;;147,4;PRINCIPAL
Téléviseurs;306;724,3;741,5;PRINCIPAL
Téléviseurs;307;72,1;;PRINCIPAL
Téléviseurs;308;75,5;101,6;PRINCIPAL
Téléviseurs;310;64,5;87,4;PRINCIPAL
Téléviseurs;311;350,8;345,2;PRINCIPAL
Téléviseurs;320;;189,9;PRINCIPAL
Téléviseurs;326;;260,0;PRINCIPAL
Téléviseurs;401;1143,0;;PRINCIPAL
Téléviseurs;402;108,6;236,1;PRINCIPAL
Téléviseurs;403;142,8;77,4;PRINCIPAL
Téléviseurs;404;365,0;488,9;PRINCIPAL
Téléviseurs;405;437,6;88,0;PRINCIPAL
Téléviseurs;406;95,5;167,5;PRINCIPAL
Téléviseurs;408;68,4;;PRINCIPAL
Téléviseurs;410;118,2;102,6;PRINCIPAL
Téléviseurs;420;;69,4;PRINCIPAL
Téléviseurs;421;;112,2;PRINCIPAL
Téléviseurs;501;98,5;;PRINCIPAL
Téléviseurs;502;391,7;531,0;PRINCIPAL
Téléviseurs;503;83,9;121,1;PRINCIPAL
Téléviseurs;505;130,8;168,6;PRINCIPAL
Téléviseurs;506;156,7;158,4;PRINCIPAL
Téléviseurs;507;82,1;82,8;PRINCIPAL
Téléviseurs;508;242,2;177,5;PRINCIPAL
Téléviseurs;509;198,2;;PRINCIPAL
Téléviseurs;510;105,9;95,2;PRINCIPAL
Téléviseurs;601;54,5;174,5;PRINCIPAL
Téléviseurs;602;207,8;158,7;PRINCIPAL
Téléviseurs;603;66,8;200,8;PRINCIPAL
Téléviseurs;604;27,6;46,4;PRINCIPAL
Téléviseurs;605;136,5;184,2;PRINCIPAL
Téléviseurs;606;92,7;130,1;PRINCIPAL
Téléviseurs;607;145,7;88,3;PRINCIPAL
Téléviseurs;608;62,0;78,0;PRINCIPAL
Téléviseurs;620;;321,3;PRINCIPAL
Téléviseurs;701;177,9;;PRINCIPAL
Téléviseurs;702;151,8;180,8;PRINCIPAL
Téléviseurs;703;33,2;42,9;PRINCIPAL
Téléviseurs;704;334,7;346,0;PRINCIPAL
Téléviseurs;705;63,7;55,9;PRINCIPAL
Téléviseurs;706;634,2;307,5;PRINCIPAL
Téléviseurs;707;112,0;104,0;PRINCIPAL
Téléviseurs;708;107,9;;PRINCIPAL
Téléviseurs;709;86,0;102,3;PRINCIPAL
Téléviseurs;720;;104,7;PRINCIPAL
Téléviseurs;721;;150,6;PRINCIPAL
Téléviseurs;722;;221,9;PRINCIPAL
Téléviseurs;801;139,2;102,7;PRINCIPAL
Téléviseurs;802;237,1;;PRINCIPAL
Téléviseurs;803;295,9;346,8;PRINCIPAL
Téléviseurs;804;412,0;409,8;PRINCIPAL
Téléviseurs;805;118,5;112,4;PRINCIPAL
Téléviseurs;806;76,1;124,1;PRINCIPAL
Téléviseurs;807;184,2;235,5;PRINCIPAL
Téléviseurs;808;328,5;;PRINCIPAL
Téléviseurs;809;24,1;;PRINCIPAL
Téléviseurs;810;131,0;135,5;PRINCIPAL
Téléviseurs;820;;100,3;PRINCIPAL
Téléviseurs;821;;84,3;PRINCIPAL
Téléviseurs;822;;91,9;PRINCIPAL
Téléviseurs;823;;135,3;PRINCIPAL
Téléviseurs;901;3,2;5,4;PRINCIPAL
Téléviseurs;902;201,5;250,1;PRINCIPAL
Téléviseurs;903;85,4;78,0;PRINCIPAL
Téléviseurs;904;279,6;;PRINCIPAL
Téléviseurs;905;388,1;398,5;PRINCIPAL
Téléviseurs;907;258,0;195,7;PRINCIPAL
Téléviseurs;908;115,4;118,1;PRINCIPAL
Téléviseurs;909;26,2;30,6;PRINCIPAL
Téléviseurs;910;116,1;;PRINCIPAL
Téléviseurs;911;20,1;26,2;PRINCIPAL
Téléviseurs;912;;248,1;PRINCIPAL
Téléviseurs;921;;13,4;PRINCIPAL
Téléviseurs;922;;275,7;PRINCIPAL
Téléviseurs;1001;124,8;103,8;PRINCIPAL
Téléviseurs;1002;24,9;30,3;PRINCIPAL
Téléviseurs;1003;104,5;150,0;PRINCIPAL
Téléviseurs;1004;47,2;39,9;PRINCIPAL
Téléviseurs;1005;50,8;44,5;PRINCIPAL
Téléviseurs;1006;208,6;195,2;PRINCIPAL
Téléviseurs;1007;130,0;124,0;PRINCIPAL
Téléviseurs;1008;102,5;;PRINCIPAL
Téléviseurs;1009;132,6;173,7;PRINCIPAL
Téléviseurs;1010;354,9;434,3;PRINCIPAL
Téléviseurs;1011;553,7;364,3;PRINCIPAL
Téléviseurs;201;37,6;33,6;SECONDAIRE
Téléviseurs;201;13,9;10,5;SECONDAIRE
Téléviseurs;202;49,0;34,2;SECONDAIRE
Téléviseurs;205;22,5;26,6;SECONDAIRE
Téléviseurs;210;132,7;75,4;SECONDAIRE
Téléviseurs;301;5,1;5,2;SECONDAIRE
Téléviseurs;302;33,6;25,5;SECONDAIRE
Téléviseurs;303;153,3;133,4;SECONDAIRE
Téléviseurs;406;24,6;23,2;SECONDAIRE
Téléviseurs;406;0,0;40,0;SECONDAIRE
Téléviseurs;501;81,6;;SECONDAIRE
Téléviseurs;503;230,5;80,5;SECONDAIRE
Téléviseurs;507;10,4;9,0;SECONDAIRE
Téléviseurs;510;3,5;4,7;SECONDAIRE
Téléviseurs;602;380,6;448,4;SECONDAIRE
Téléviseurs;602;47,1;32,4;SECONDAIRE
Téléviseurs;705;193,6;117,5;SECONDAIRE
Téléviseurs;708;0,7;;SECONDAIRE
Téléviseurs;722;;98,7;SECONDAIRE
Téléviseurs;806;62,0;53,9;SECONDAIRE
Téléviseurs;823;;35,8;SECONDAIRE
Téléviseurs;907;48,6;43,7;SECONDAIRE
Téléviseurs;910;3,4;;SECONDAIRE
Téléviseurs;912;73,6;28,6;SECONDAIRE
Téléviseurs;1006;34,8;42,7;SECONDAIRE
Téléviseurs;1011;11,3;21,8;SECONDAIRE
Tondeuse;204;6,2;3,3;
Tondeuse;1005;5,1;1,1;
Tondeuse;821;;0,9;
Ventilation;101;0,0;0,0;
Ventilation;103;277,7;259,2;
Ventilation;108;72,8;;
Ventilation;201;156,6;121,1;
Ventilation;202;188,2;184,2;
Ventilation;204;272,2;275,1;
Ventilation;205;299,3;290,5;
Ventilation;206;70,9;68,3;
Ventilation;207;246,0;246,4;
Ventilation;209;89,7;92,2;
Ventilation;210;507,6;504,9;
Ventilation;305;25,8;25,8;
Ventilation;308;;82,5;
Ventilation;311;184,3;168,1;
Ventilation;401;205,9;;
Ventilation;410;297,0;292,3;
Ventilation;502;251,9;251,2;
Ventilation;503;0,0;0,0;
Ventilation;504;45,4;189,2;
Ventilation;505;605,4;401,5;
Ventilation;508;112,4;108,9;
Ventilation;601;150,8;125,8;
Ventilation;605;398,1;431,0;
Ventilation;608;224,2;224,6;
Ventilation;620;;42,5;
Ventilation;701;384,0;;
Ventilation;702;304,4;298,8;
Ventilation;703;201,6;182,1;
Ventilation;704;340,5;341,2;
Ventilation;705;321,0;301,0;
Ventilation;706;68,4;65,6;
Ventilation;707;85,1;51,1;
Ventilation;709;245,2;251,0;
Ventilation;720;;204,7;
Ventilation;721;;204,6;
Ventilation;722;;217,4;
Ventilation;801;54,9;50,0;
Ventilation;802;488,8;;
Ventilation;803;883,1;831,4;
Ventilation;804;253,1;397,7;
Ventilation;808;282,5;;
Ventilation;809;33,1;;
Ventilation;810;;260,0;
Ventilation;902;123,8;119,9;
Ventilation;906;379,4;;
Ventilation;911;215,2;291,5;
Ventilation;912;93,1;94,4;
Ventilation;921;;194,5;
Ventilation;1001;240,9;;
Ventilation;1004;254,7;207,8;
Ventilation;1005;179,2;168,1;
Ventilation;1006;324,7;312,4;
Ventilation;1007;469,0;470,0;
Ventilation;1009;526,0;490,0;
Ventilation;1010;119,1;94,6;
